Timestamp,UTC,Callsign,Position,Altitude,Speed,Direction
1668078299,2022-11-10T11:04:59Z,UAE97,"41.564392,12.888961",15700,302,319
1668078302,2022-11-10T11:05:02Z,UAE97,"41.567192,12.885813",15675,302,319
1668078305,2022-11-10T11:05:05Z,UAE97,"41.570263,12.8823",15625,301,319
1668078308,2022-11-10T11:05:08Z,UAE97,"41.573803,12.878212",15575,301,318
1668078311,2022-11-10T11:05:11Z,UAE97,"41.576797,12.874665",15525,300,318
1668078344,2022-11-10T11:05:44Z,UAE97,"41.610397,12.832718",14975,299,316
1668078377,2022-11-10T11:06:17Z,UAE97,"41.64386,12.790271",14400,297,316
1668078407,2022-11-10T11:06:47Z,UAE97,"41.673191,12.753339",13925,295,316
1668078440,2022-11-10T11:07:20Z,UAE97,"41.706802,12.711373",13350,294,316
1668078474,2022-11-10T11:07:54Z,UAE97,"41.739578,12.670545",12800,290,316
1668078506,2022-11-10T11:08:26Z,UAE97,"41.771484,12.630282",12250,285,316
1668078540,2022-11-10T11:09:00Z,UAE97,"41.803162,12.590457",11675,278,316
1668078553,2022-11-10T11:09:13Z,UAE97,"41.815083,12.575385",11475,275,316
1668078565,2022-11-10T11:09:25Z,UAE97,"41.825508,12.561716",11275,273,314
1668078577,2022-11-10T11:09:37Z,UAE97,"41.835022,12.548821",11100,271,314
1668078588,2022-11-10T11:09:48Z,UAE97,"41.846283,12.533216",10875,268,314
1668078599,2022-11-10T11:09:59Z,UAE97,"41.85614,12.519624",10700,267,314
1668078611,2022-11-10T11:10:11Z,UAE97,"41.866383,12.505507",10500,265,314
1668078623,2022-11-10T11:10:23Z,UAE97,"41.876671,12.491519",10300,263,314
1668078636,2022-11-10T11:10:36Z,UAE97,"41.88707,12.477347",10075,262,314
1668078647,2022-11-10T11:10:47Z,UAE97,"41.8979,12.463925",9900,261,323
1668078651,2022-11-10T11:10:51Z,UAE97,"41.9006,12.461562",9875,262,329
1668078653,2022-11-10T11:10:53Z,UAE97,"41.904053,12.459121",9850,263,335
1668078657,2022-11-10T11:10:57Z,UAE97,"41.907303,12.457346",9825,264,339
1668078659,2022-11-10T11:10:59Z,UAE97,"41.910702,12.45575",9800,264,341
1668078663,2022-11-10T11:11:03Z,UAE97,"41.914658,12.454153",9775,264,343
1668078666,2022-11-10T11:11:06Z,UAE97,"41.918148,12.452811",9750,264,344
1668078669,2022-11-10T11:11:09Z,UAE97,"41.921688,12.45147",9725,263,344
1668078672,2022-11-10T11:11:12Z,UAE97,"41.925179,12.450129",9700,263,344
1668078675,2022-11-10T11:11:15Z,UAE97,"41.928726,12.448821",9675,263,344
1668078677,2022-11-10T11:11:17Z,UAE97,"41.932114,12.44751",9650,263,344
1668078681,2022-11-10T11:11:21Z,UAE97,"41.935867,12.446074",9625,263,343
1668078693,2022-11-10T11:11:33Z,UAE97,"41.949875,12.440518",9525,263,343
1668078706,2022-11-10T11:11:46Z,UAE97,"41.964706,12.434464",9425,263,343
1668078717,2022-11-10T11:11:57Z,UAE97,"41.978481,12.428731",9325,262,342
1668078729,2022-11-10T11:12:09Z,UAE97,"41.99263,12.422853",9150,262,342
1668078742,2022-11-10T11:12:22Z,UAE97,"42.006912,12.416861",8925,261,342
1668078753,2022-11-10T11:12:33Z,UAE97,"42.020462,12.41118",8750,259,342
1668078766,2022-11-10T11:12:46Z,UAE97,"42.034103,12.405562",8575,257,342
1668078778,2022-11-10T11:12:58Z,UAE97,"42.047516,12.399987",8375,255,342
1668078790,2022-11-10T11:13:10Z,UAE97,"42.06134,12.394201",8175,253,342
1668078802,2022-11-10T11:13:22Z,UAE97,"42.074799,12.388554",7950,253,342
1668078814,2022-11-10T11:13:34Z,UAE97,"42.088764,12.382742",7725,253,342
1668078826,2022-11-10T11:13:46Z,UAE97,"42.101944,12.377222",7600,249,342
1668078838,2022-11-10T11:13:58Z,UAE97,"42.115173,12.371729",7500,243,343
1668078850,2022-11-10T11:14:10Z,UAE97,"42.127945,12.366486",7350,240,342
1668078863,2022-11-10T11:14:23Z,UAE97,"42.141037,12.360618",7175,237,337
1668078866,2022-11-10T11:14:26Z,UAE97,"42.143967,12.358746",7125,235,332
1668078869,2022-11-10T11:14:29Z,UAE97,"42.147373,12.355978",7075,234,324
1668078872,2022-11-10T11:14:32Z,UAE97,"42.149933,12.353168",7025,233,318
1668078876,2022-11-10T11:14:36Z,UAE97,"42.152771,12.34908",6950,232,308
1668078879,2022-11-10T11:14:39Z,UAE97,"42.154541,12.345699",6900,231,301
1668078882,2022-11-10T11:14:42Z,UAE97,"42.156265,12.341288",6850,231,294
1668078885,2022-11-10T11:14:45Z,UAE97,"42.157429,12.337199",6800,230,287
1668078888,2022-11-10T11:14:48Z,UAE97,"42.158173,12.333176",6725,230,281
1668078891,2022-11-10T11:14:51Z,UAE97,"42.158638,12.329215",6675,231,276
1668078894,2022-11-10T11:14:54Z,UAE97,"42.158779,12.324489",6625,231,269
1668078897,2022-11-10T11:14:57Z,UAE97,"42.158569,12.320044",6550,232,263
1668078900,2022-11-10T11:15:00Z,UAE97,"42.15802,12.315799",6475,232,258
1668078903,2022-11-10T11:15:03Z,UAE97,"42.157288,12.312097",6400,233,253
1668078906,2022-11-10T11:15:06Z,UAE97,"42.156189,12.308059",6350,234,246
1668078909,2022-11-10T11:15:09Z,UAE97,"42.154587,12.303814",6275,235,241
1668078912,2022-11-10T11:15:12Z,UAE97,"42.152912,12.300089",6200,236,237
1668078915,2022-11-10T11:15:15Z,UAE97,"42.151005,12.296384",6100,238,234
1668078918,2022-11-10T11:15:18Z,UAE97,"42.149002,12.29264",6050,239,233
1668078921,2022-11-10T11:15:21Z,UAE97,"42.147045,12.289103",5975,238,233
1668078924,2022-11-10T11:15:24Z,UAE97,"42.145092,12.285525",5925,239,233
1668078927,2022-11-10T11:15:27Z,UAE97,"42.143051,12.281778",5875,239,233
1668078930,2022-11-10T11:15:30Z,UAE97,"42.141129,12.27822",5825,239,234
1668078933,2022-11-10T11:15:33Z,UAE97,"42.139458,12.27505",5775,238,234
1668078945,2022-11-10T11:15:45Z,UAE97,"42.131836,12.260305",5625,236,235
1668078957,2022-11-10T11:15:57Z,UAE97,"42.124466,12.245574",5525,229,236
1668078969,2022-11-10T11:16:09Z,UAE97,"42.117344,12.231297",5425,225,236
1668078981,2022-11-10T11:16:21Z,UAE97,"42.11055,12.217691",5275,223,235
1668078993,2022-11-10T11:16:33Z,UAE97,"42.103546,12.203876",5050,224,235
1668079005,2022-11-10T11:16:45Z,UAE97,"42.096405,12.189768",4875,223,235
1668079012,2022-11-10T11:16:52Z,UAE97,"42.092834,12.182776",4800,222,235
1668079017,2022-11-10T11:16:57Z,UAE97,"42.089413,12.176045",4750,220,235
1668079023,2022-11-10T11:17:03Z,UAE97,"42.086109,12.169658",4725,216,235
1668079029,2022-11-10T11:17:09Z,UAE97,"42.08271,12.163015",4700,211,235
1668079035,2022-11-10T11:17:15Z,UAE97,"42.079926,12.15762",4700,205,235
1668079043,2022-11-10T11:17:23Z,UAE97,"42.075447,12.148899",4650,200,235
1668079049,2022-11-10T11:17:29Z,UAE97,"42.07251,12.143264",4600,196,235
1668079054,2022-11-10T11:17:34Z,UAE97,"42.069118,12.137274",4525,194,229
1668079058,2022-11-10T11:17:38Z,UAE97,"42.067116,12.134655",4475,194,219
1668079061,2022-11-10T11:17:41Z,UAE97,"42.065395,12.132931",4425,193,210
1668079064,2022-11-10T11:17:44Z,UAE97,"42.06218,12.130822",4400,192,201
1668079067,2022-11-10T11:17:47Z,UAE97,"42.059692,12.129843",4350,190,193
1668079070,2022-11-10T11:17:50Z,UAE97,"42.057667,12.129354",4325,189,186
1668079073,2022-11-10T11:17:53Z,UAE97,"42.054592,12.129098",4300,189,180
1668079076,2022-11-10T11:17:56Z,UAE97,"42.051846,12.129162",4250,189,176
1668079079,2022-11-10T11:17:59Z,UAE97,"42.049286,12.129481",4225,190,173
1668079082,2022-11-10T11:18:02Z,UAE97,"42.046635,12.130056",4175,190,169
1668079085,2022-11-10T11:18:05Z,UAE97,"42.044121,12.130694",4150,190,167
1668079088,2022-11-10T11:18:08Z,UAE97,"42.041336,12.131653",4100,190,165
1668079091,2022-11-10T11:18:11Z,UAE97,"42.038673,12.132611",4050,190,164
1668079094,2022-11-10T11:18:14Z,UAE97,"42.036251,12.133569",4025,191,163
1668079097,2022-11-10T11:18:17Z,UAE97,"42.034157,12.134463",3975,191,162
1668079100,2022-11-10T11:18:20Z,UAE97,"42.031319,12.135613",3950,191,162
1668079103,2022-11-10T11:18:23Z,UAE97,"42.028656,12.136771",3925,191,162
1668079106,2022-11-10T11:18:26Z,UAE97,"42.026241,12.137785",3900,191,162
1668079109,2022-11-10T11:18:29Z,UAE97,"42.024197,12.138679",3875,191,162
1668079112,2022-11-10T11:18:32Z,UAE97,"42.021332,12.139893",3825,191,162
1668079115,2022-11-10T11:18:35Z,UAE97,"42.018795,12.140979",3800,192,162
1668079122,2022-11-10T11:18:42Z,UAE97,"42.013138,12.143388",3750,191,162
1668079128,2022-11-10T11:18:48Z,UAE97,"42.008102,12.145511",3675,189,162
1668079134,2022-11-10T11:18:54Z,UAE97,"42.00293,12.147696",3575,189,162
1668079140,2022-11-10T11:19:00Z,UAE97,"41.997894,12.149755",3475,189,163
1668079146,2022-11-10T11:19:06Z,UAE97,"41.992817,12.151837",3375,188,163
1668079152,2022-11-10T11:19:12Z,UAE97,"41.987732,12.153937",3250,188,163
1668079158,2022-11-10T11:19:18Z,UAE97,"41.983089,12.155861",3150,187,162
1668079164,2022-11-10T11:19:24Z,UAE97,"41.977875,12.158096",3050,186,162
1668079169,2022-11-10T11:19:29Z,UAE97,"41.973358,12.160013",2975,186,162
1668079176,2022-11-10T11:19:36Z,UAE97,"41.968239,12.162185",2850,186,162
1668079181,2022-11-10T11:19:41Z,UAE97,"41.963333,12.164237",2750,184,162
1668079187,2022-11-10T11:19:47Z,UAE97,"41.958435,12.166297",2650,180,162
1668079194,2022-11-10T11:19:54Z,UAE97,"41.953537,12.168357",2550,178,162
1668079200,2022-11-10T11:20:00Z,UAE97,"41.948868,12.170355",2450,176,162
1668079205,2022-11-10T11:20:05Z,UAE97,"41.944405,12.172213",2375,174,162
1668079212,2022-11-10T11:20:12Z,UAE97,"41.939621,12.174225",2275,172,162
1668079218,2022-11-10T11:20:18Z,UAE97,"41.934998,12.17616",2200,170,162
1668079224,2022-11-10T11:20:24Z,UAE97,"41.930603,12.178033",2100,168,162
1668079230,2022-11-10T11:20:30Z,UAE97,"41.926296,12.179813",2000,168,162
1668079236,2022-11-10T11:20:36Z,UAE97,"41.921825,12.181666",1925,167,162
1668079242,2022-11-10T11:20:42Z,UAE97,"41.917217,12.183646",1825,167,162
1668079247,2022-11-10T11:20:47Z,UAE97,"41.912796,12.185498",1725,167,162
1668079253,2022-11-10T11:20:53Z,UAE97,"41.908401,12.187396",1625,165,162
1668079260,2022-11-10T11:21:00Z,UAE97,"41.904694,12.188956",1550,162,162
1668079266,2022-11-10T11:21:06Z,UAE97,"41.89962,12.191055",1475,159,162
1668079272,2022-11-10T11:21:12Z,UAE97,"41.895813,12.192639",1400,154,162
1668079278,2022-11-10T11:21:18Z,UAE97,"41.891567,12.194441",1325,148,162
1668079284,2022-11-10T11:21:24Z,UAE97,"41.887703,12.196038",1225,145,162
1668079290,2022-11-10T11:21:30Z,UAE97,"41.883682,12.197758",1150,143,162
1668079296,2022-11-10T11:21:36Z,UAE97,"41.879883,12.199359",1050,140,162
1668079302,2022-11-10T11:21:42Z,UAE97,"41.876205,12.200892",1000,136,163
1668079308,2022-11-10T11:21:48Z,UAE97,"41.87262,12.202361",925,134,162
1668079314,2022-11-10T11:21:54Z,UAE97,"41.869125,12.203876",850,133,162
1668079320,2022-11-10T11:22:00Z,UAE97,"41.866009,12.205172",800,131,162
1668079326,2022-11-10T11:22:06Z,UAE97,"41.862167,12.206809",725,133,162
1668079334,2022-11-10T11:22:14Z,UAE97,"41.857452,12.208744",650,133,162
1668079340,2022-11-10T11:22:20Z,UAE97,"41.854843,12.209868",575,132,162
1668079345,2022-11-10T11:22:25Z,UAE97,"41.850952,12.211491",500,132,162
1668079353,2022-11-10T11:22:33Z,UAE97,"41.84618,12.213539",400,136,162
1668079359,2022-11-10T11:22:39Z,UAE97,"41.842503,12.215073",350,136,162
1668079365,2022-11-10T11:22:45Z,UAE97,"41.838867,12.216547",250,136,162
1668079371,2022-11-10T11:22:51Z,UAE97,"41.835285,12.218075",200,135,162
1668079377,2022-11-10T11:22:57Z,UAE97,"41.831516,12.219671",125,135,162
1668079384,2022-11-10T11:23:04Z,UAE97,"41.828022,12.22114",50,135,162
1668079389,2022-11-10T11:23:09Z,UAE97,"41.825592,12.222165",0,138,162
1668079396,2022-11-10T11:23:16Z,UAE97,"41.820202,12.224398",0,138,162
1668079402,2022-11-10T11:23:22Z,UAE97,"41.816666,12.22591",0,138,162
1668079408,2022-11-10T11:23:28Z,UAE97,"41.81308,12.2274",0,138,162
1668079414,2022-11-10T11:23:34Z,UAE97,"41.809357,12.228997",0,137,162
1668079419,2022-11-10T11:23:39Z,UAE97,"41.806469,12.23021",0,138,162
1668079426,2022-11-10T11:23:46Z,UAE97,"41.802933,12.231616",0,112,162
1668079432,2022-11-10T11:23:52Z,UAE97,"41.800461,12.232683",0,88,163
1668079438,2022-11-10T11:23:58Z,UAE97,"41.798321,12.233573",0,64,163
1668079444,2022-11-10T11:24:04Z,UAE97,"41.796867,12.234197",0,40,163
1668079447,2022-11-10T11:24:07Z,UAE97,"41.796329,12.234463",0,37,157
1668079449,2022-11-10T11:24:09Z,UAE97,"41.796043,12.23465",0,35,154
1668079451,2022-11-10T11:24:11Z,UAE97,"41.795837,12.234806",0,33,151
1668079453,2022-11-10T11:24:13Z,UAE97,"41.795567,12.235033",0,31,149
1668079455,2022-11-10T11:24:15Z,UAE97,"41.795273,12.23532",0,30,143
1668079458,2022-11-10T11:24:18Z,UAE97,"41.794979,12.235648",0,28,140
1668079461,2022-11-10T11:24:21Z,UAE97,"41.79467,12.236023",0,25,137
1668079463,2022-11-10T11:24:23Z,UAE97,"41.794506,12.236246",0,24,135
1668079467,2022-11-10T11:24:27Z,UAE97,"41.794235,12.236631",0,20,135
1668079470,2022-11-10T11:24:30Z,UAE97,"41.794086,12.23685",0,17,132
1668079474,2022-11-10T11:24:34Z,UAE97,"41.793892,12.237131",0,14,132
1668079477,2022-11-10T11:24:37Z,UAE97,"41.793732,12.23735",0,12,132
1668079483,2022-11-10T11:24:43Z,UAE97,"41.793541,12.237619",0,9,132
1668079489,2022-11-10T11:24:49Z,UAE97,"41.793388,12.237864",0,8,129
1668079495,2022-11-10T11:24:55Z,UAE97,"41.793331,12.238145",0,9,112
1668079500,2022-11-10T11:25:00Z,UAE97,"41.793365,12.238411",0,10,95
1668079505,2022-11-10T11:25:05Z,UAE97,"41.793495,12.238626",0,9,70
1668079510,2022-11-10T11:25:10Z,UAE97,"41.79372,12.238754",0,9,39
1668079515,2022-11-10T11:25:15Z,UAE97,"41.793934,12.238738",0,9,16
1668079521,2022-11-10T11:25:21Z,UAE97,"41.794155,12.238629",0,9,354
1668079526,2022-11-10T11:25:26Z,UAE97,"41.794365,12.238498",0,10,345
1668079531,2022-11-10T11:25:31Z,UAE97,"41.794567,12.238411",0,11,343
1668079535,2022-11-10T11:25:35Z,UAE97,"41.794796,12.238317",0,12,343
1668079541,2022-11-10T11:25:41Z,UAE97,"41.795139,12.238145",0,14,343
1668079547,2022-11-10T11:25:47Z,UAE97,"41.795517,12.237988",0,15,343
1668079553,2022-11-10T11:25:53Z,UAE97,"41.795925,12.237827",0,15,343
1668079558,2022-11-10T11:25:58Z,UAE97,"41.796276,12.237683",0,13,343
1668079565,2022-11-10T11:26:05Z,UAE97,"41.796581,12.237568",0,9,343
1668079570,2022-11-10T11:26:10Z,UAE97,"41.796799,12.237476",0,10,343
1668079577,2022-11-10T11:26:17Z,UAE97,"41.797089,12.237365",0,11,343
1668079583,2022-11-10T11:26:23Z,UAE97,"41.797382,12.237252",0,11,343
1668079589,2022-11-10T11:26:29Z,UAE97,"41.797646,12.237146",0,9,343
1668079594,2022-11-10T11:26:34Z,UAE97,"41.797871,12.237061",0,8,343
1668079601,2022-11-10T11:26:41Z,UAE97,"41.798092,12.237146",0,8,5
1668079606,2022-11-10T11:26:46Z,UAE97,"41.798206,12.237349",0,9,28
1668079610,2022-11-10T11:26:50Z,UAE97,"41.798275,12.237568",0,9,47
1668079614,2022-11-10T11:26:54Z,UAE97,"41.798325,12.237796",0,10,59
1668079618,2022-11-10T11:26:58Z,UAE97,"41.798389,12.238036",0,10,64
1668079623,2022-11-10T11:27:03Z,UAE97,"41.798473,12.238355",0,11,67
1668079627,2022-11-10T11:27:07Z,UAE97,"41.798546,12.238626",0,12,70
1668079631,2022-11-10T11:27:11Z,UAE97,"41.79863,12.238894",0,13,70
1668079634,2022-11-10T11:27:14Z,UAE97,"41.798695,12.23912",0,13,70
1668079640,2022-11-10T11:27:20Z,UAE97,"41.798824,12.239534",0,12,70
1668079646,2022-11-10T11:27:26Z,UAE97,"41.79895,12.239935",0,12,70
1668079652,2022-11-10T11:27:32Z,UAE97,"41.799068,12.240318",0,10,70
1668079658,2022-11-10T11:27:38Z,UAE97,"41.799133,12.240658",0,10,75
1668079662,2022-11-10T11:27:42Z,UAE97,"41.799137,12.240877",0,10,84
1668079665,2022-11-10T11:27:45Z,UAE97,"41.799126,12.241101",0,10,90
1668079669,2022-11-10T11:27:49Z,UAE97,"41.799126,12.241357",0,11,90
1668079673,2022-11-10T11:27:53Z,UAE97,"41.799156,12.24161",0,11,87
1668079678,2022-11-10T11:27:58Z,UAE97,"41.799213,12.241969",0,12,81
1668079682,2022-11-10T11:28:02Z,UAE97,"41.799282,12.242281",0,12,75
1668079688,2022-11-10T11:28:08Z,UAE97,"41.799393,12.24265",0,13,70
1668079691,2022-11-10T11:28:11Z,UAE97,"41.799465,12.242874",0,12,70
1668079694,2022-11-10T11:28:14Z,UAE97,"41.799522,12.243093",0,9,70
1668079699,2022-11-10T11:28:19Z,UAE97,"41.79958,12.243311",0,6,70
1668079705,2022-11-10T11:28:25Z,UAE97,"41.799568,12.243528",0,6,84
1668079713,2022-11-10T11:28:33Z,UAE97,"41.799419,12.243748",0,6,112
1668079721,2022-11-10T11:28:41Z,UAE97,"41.79921,12.243832",0,5,137
1668079730,2022-11-10T11:28:50Z,UAE97,"41.799057,12.244087",0,7,132
1668079737,2022-11-10T11:28:57Z,UAE97,"41.798973,12.244356",0,7,120
1668079742,2022-11-10T11:29:02Z,UAE97,"41.798893,12.244575",0,8,118
1668079748,2022-11-10T11:29:08Z,UAE97,"41.798779,12.244793",0,7,123
1668079755,2022-11-10T11:29:15Z,UAE97,"41.798649,12.244997",0,5,129
1668079764,2022-11-10T11:29:24Z,UAE97,"41.798515,12.245214",0,6,129
1668079776,2022-11-10T11:29:36Z,UAE97,"41.798336,12.245524",0,4,129
1668079798,2022-11-10T11:29:58Z,UAE97,"41.798149,12.245823",0,1,132
