time,lat,lon,alt,VN,VE,VD
0.652420,58.005056800,56.331286500,157.636,0.001,-0.001,-0.007
1.652400,58.005056800,56.331286500,157.645,0.001,0.004,-0.009
2.652400,58.005056800,56.331286500,157.649,-0.002,-0.001,-0.005
3.652400,58.005056700,56.331286400,157.651,0.001,0.001,-0.018
4.652400,58.005056700,56.331286400,157.655,-0.001,0.002,-0.009
5.652380,58.005056700,56.331286400,157.657,0.002,0.006,-0.004
6.652380,58.005056700,56.331286500,157.661,0.000,0.009,-0.005
7.652380,58.005056800,56.331286500,157.657,0.000,0.001,0.000
8.652380,58.005056800,56.331286500,157.657,-0.002,0.005,-0.011
9.652360,58.005056800,56.331286500,157.657,0.002,0.002,-0.001
10.652360,58.005056800,56.331286400,157.657,-0.002,0.002,0.001
11.652360,58.005056800,56.331286400,157.658,0.001,0.005,-0.003
12.652360,58.005056800,56.331286500,157.653,-0.003,0.003,0.000
13.652340,58.005056800,56.331286400,157.644,0.000,-0.002,-0.004
14.652340,58.005056800,56.331286300,157.643,-0.002,0.001,-0.012
15.652340,58.005056800,56.331286300,157.644,-0.003,0.002,-0.013
16.652340,58.005056800,56.331286200,157.636,0.001,-0.004,-0.007
17.652340,58.005056900,56.331286100,157.624,-0.001,-0.001,0.000
18.652320,58.005056800,56.331286100,157.603,-0.003,-0.001,-0.002
19.652320,58.005056900,56.331287500,157.597,0.000,0.131,-0.012
20.652320,58.005055800,56.331300000,157.603,-0.181,0.999,-0.033
21.652320,58.005051700,56.331328400,157.619,-0.575,1.982,-0.045
22.652300,58.005045100,56.331377200,157.626,-0.817,3.275,-0.041
23.652300,58.005040300,56.331451300,157.672,-0.410,4.863,-0.069
24.652300,58.005040800,56.331547400,157.728,0.257,6.041,-0.095
25.652300,58.005045500,56.331659300,157.784,0.632,6.862,-0.079
26.652280,58.005052700,56.331779100,157.885,0.867,7.184,-0.132
27.652280,58.005061300,56.331895500,157.995,0.988,6.750,-0.135
28.652280,58.005071300,56.332006500,158.127,1.148,6.490,-0.153
29.652280,58.005083800,56.332113600,158.233,1.492,6.268,-0.131
30.652260,58.005100600,56.332212600,158.367,2.038,5.682,-0.175
31.652260,58.005122400,56.332299600,158.535,2.577,4.920,-0.200
32.652260,58.005145500,56.332376600,158.649,2.570,4.406,-0.134
33.652260,58.005166000,56.332447700,158.778,2.149,4.123,-0.163
34.652240,58.005185300,56.332531600,158.975,2.148,5.330,-0.229
35.652240,58.005202600,56.332645100,159.231,1.822,7.301,-0.269
36.652240,58.005214200,56.332791200,159.516,1.064,9.213,-0.293
37.652240,58.005225800,56.332966700,159.855,1.372,10.879,-0.350
38.652220,58.005240600,56.333167000,160.219,1.760,12.254,-0.368
39.652220,58.005257100,56.333384100,160.623,1.868,13.086,-0.407
40.652220,58.005273800,56.333611000,161.015,1.848,13.554,-0.395
41.652220,58.005289100,56.333838700,161.358,1.624,13.420,-0.338
42.652200,58.005302700,56.334059600,161.644,1.461,12.908,-0.295
43.652200,58.005315200,56.334275200,161.904,1.345,12.677,-0.271
44.652200,58.005326800,56.334490200,162.160,1.258,12.724,-0.256
45.652200,58.005338200,56.334707700,162.369,1.278,12.920,-0.234
46.652180,58.005349400,56.334928900,162.544,1.222,13.144,-0.192
47.652180,58.005360500,56.335152500,162.707,1.235,13.250,-0.170
48.652180,58.005371000,56.335370300,162.812,1.137,12.723,-0.118
49.652180,58.005380700,56.335570700,163.007,1.065,11.464,-0.227
50.652160,58.005388600,56.335743900,163.038,0.824,9.725,-0.082
51.652160,58.005395900,56.335885500,163.060,0.800,7.802,-0.053
52.652160,58.005406600,56.335989200,163.088,1.359,5.415,-0.051
53.652160,58.005426700,56.336056600,163.131,2.627,3.380,-0.077
54.652140,58.005457100,56.336086100,163.186,3.703,1.064,-0.105
55.652140,58.005486600,56.336075100,163.162,3.099,-1.362,-0.009
56.652140,58.005505700,56.336032200,163.087,1.699,-3.028,0.041
57.652140,58.005510700,56.335962000,163.036,0.062,-4.622,0.016
58.652120,58.005505900,56.335865500,162.992,-0.791,-6.161,0.012
59.652120,58.005499100,56.335742600,162.877,-0.722,-7.724,0.057
60.652120,58.005493800,56.335594900,162.791,-0.531,-9.163,0.060
61.652120,58.005490200,56.335430500,162.714,-0.355,-9.947,0.054
62.652100,58.005487100,56.335256800,162.616,-0.363,-10.400,0.089
63.652100,58.005483100,56.335074900,162.495,-0.502,-10.892,0.120
64.652100,58.005477700,56.334887600,162.363,-0.653,-11.144,0.110
65.652100,58.005471200,56.334697000,162.198,-0.763,-11.316,0.144
66.652080,58.005463800,56.334503500,162.007,-0.835,-11.487,0.166
67.652080,58.005456100,56.334306600,161.788,-0.880,-11.694,0.199
68.652080,58.005448100,56.334107000,161.548,-0.898,-11.847,0.226
69.652080,58.005439800,56.333906300,161.276,-0.953,-11.865,0.270
70.652080,58.005430500,56.333705900,160.978,-1.069,-11.840,0.278
71.652060,58.005420800,56.333505500,160.650,-1.073,-11.841,0.298
72.652060,58.005411800,56.333304800,160.326,-0.970,-11.875,0.310
73.652060,58.005402800,56.333102900,159.961,-1.019,-11.961,0.339
74.652060,58.005392900,56.332899600,159.549,-1.132,-12.039,0.392
75.652040,58.005382500,56.332694500,159.120,-1.172,-12.167,0.423
76.652040,58.005371800,56.332487300,158.695,-1.219,-12.280,0.415
77.652040,58.005361000,56.332278300,158.278,-1.200,-12.389,0.404
78.652040,58.005350600,56.332067700,157.895,-1.143,-12.473,0.364
79.652020,58.005340900,56.331855900,157.569,-1.068,-12.542,0.309
80.652020,58.005331600,56.331643700,157.300,-1.024,-12.551,0.255
81.652020,58.005322500,56.331431900,157.075,-1.016,-12.512,0.211
82.652020,58.005313400,56.331221100,156.922,-1.017,-12.444,0.134
83.652000,58.005303700,56.331011900,156.823,-1.111,-12.335,0.083
84.652000,58.005293400,56.330805200,156.789,-1.175,-12.172,0.013
85.652000,58.005283200,56.330601300,156.783,-1.122,-12.007,-0.010
86.652000,58.005273200,56.330400400,156.816,-1.110,-11.823,-0.041
87.651980,58.005263400,56.330202800,156.857,-1.076,-11.619,-0.053
88.651980,58.005254100,56.330012000,156.961,-1.021,-11.138,-0.126
89.651980,58.005245400,56.329831000,157.106,-0.956,-10.510,-0.152
90.651980,58.005237000,56.329661400,157.291,-0.931,-9.817,-0.197
91.651960,58.005229200,56.329506300,157.503,-0.834,-8.895,-0.228
92.651960,58.005222600,56.329376000,157.684,-0.694,-7.182,-0.183
93.651960,58.005217600,56.329276400,157.833,-0.504,-5.334,-0.154
94.651960,58.005214400,56.329211200,157.903,-0.277,-3.213,-0.080
95.651940,58.005212800,56.329174500,157.952,-0.142,-1.715,-0.053
96.651940,58.005211900,56.329156500,157.980,-0.067,-0.792,-0.037
97.651940,58.005211800,56.329152600,157.981,0.002,0.017,-0.008
98.651940,58.005211800,56.329152800,157.964,0.000,0.003,0.005
99.651920,58.005211700,56.329152800,157.950,-0.002,0.002,0.001
100.651920,58.005211700,56.329152700,157.945,-0.004,-0.003,-0.009
101.651920,58.005211700,56.329152700,157.941,-0.005,-0.002,-0.003
102.651920,58.005211700,56.329152600,157.925,0.001,-0.002,0.009
103.651900,58.005211700,56.329152600,157.917,0.002,0.003,0.000
104.651900,58.005211800,56.329152600,157.910,0.003,0.000,0.001
105.651900,58.005211800,56.329152600,157.905,0.005,0.000,0.001
106.651900,58.005211900,56.329152500,157.903,-0.001,-0.001,-0.005
107.651880,58.005211900,56.329152400,157.898,0.002,-0.007,0.002
108.651880,58.005211900,56.329152400,157.886,0.000,0.001,-0.001
109.651880,58.005211900,56.329152300,157.883,0.000,0.001,-0.001
110.651880,58.005211900,56.329152400,157.891,0.002,0.006,-0.006
111.651860,58.005211900,56.329152500,157.889,0.002,0.003,0.000
112.651860,58.005212000,56.329152500,157.898,-0.002,0.000,-0.006
113.651860,58.005212000,56.329152500,157.905,0.002,0.003,-0.006
114.651860,58.005212000,56.329152600,157.916,0.003,0.005,-0.001
115.651840,58.005212100,56.329152600,157.926,0.003,0.003,-0.012
116.651840,58.005212200,56.329152600,157.924,0.009,-0.002,0.001
117.651840,58.005212200,56.329152500,157.926,-0.002,-0.005,0.000
118.651840,58.005212200,56.329152400,157.932,-0.001,0.001,-0.005
119.651820,58.005212200,56.329152400,157.938,0.001,-0.002,-0.004
120.651820,58.005212300,56.329152300,157.946,0.001,-0.001,-0.006
121.651820,58.005212300,56.329152200,157.955,0.003,0.002,-0.004
122.651820,58.005212300,56.329152200,157.958,0.000,0.001,0.002
123.651800,58.005212400,56.329152100,157.964,0.002,0.000,0.000
124.651800,58.005212400,56.329152000,157.966,0.002,-0.004,-0.001
125.651800,58.005212400,56.329152000,157.967,-0.001,0.000,0.001
126.651800,58.005212400,56.329151900,157.972,-0.002,0.002,-0.005
127.651780,58.005212400,56.329151900,157.972,0.002,0.002,0.002
128.651780,58.005212400,56.329151900,157.970,0.002,0.001,0.001
129.651780,58.005212500,56.329151800,157.971,0.002,-0.001,0.004
130.651780,58.005212500,56.329151800,157.977,0.004,0.000,-0.001
131.651760,58.005212500,56.329151800,157.980,0.001,0.000,-0.002
132.651760,58.005212500,56.329151700,157.987,-0.004,0.001,0.001
133.651760,58.005212500,56.329151700,157.994,0.002,-0.001,-0.009
134.651760,58.005212600,56.329151700,157.999,0.003,0.000,-0.002
135.651740,58.005212600,56.329151600,158.002,0.003,0.001,-0.001
136.651740,58.005212600,56.329151600,158.002,-0.001,0.000,0.002
137.651740,58.005212600,56.329151600,158.002,0.003,0.000,0.002
138.651740,58.005212600,56.329151500,158.008,-0.002,0.000,-0.004
139.651720,58.005212600,56.329151500,158.014,-0.004,0.000,-0.008
140.651720,58.005212600,56.329151600,158.023,-0.001,0.002,-0.007
141.651720,58.005212700,56.329151600,158.024,-0.002,0.003,-0.005
142.651720,58.005212700,56.329151600,158.029,0.002,0.001,-0.006
143.651700,58.005212800,56.329151700,158.034,0.003,0.000,0.002
144.651700,58.005212800,56.329151600,158.040,0.003,-0.004,-0.001
145.651700,58.005212800,56.329151600,158.044,0.001,0.000,-0.002
146.651700,58.005212900,56.329151600,158.052,-0.002,0.001,-0.002
147.651680,58.005212900,56.329151700,158.054,0.000,0.004,-0.003
148.651680,58.005213000,56.329151700,158.053,0.000,0.001,0.000
149.651680,58.005213000,56.329151700,158.047,0.000,-0.001,0.005
150.651680,58.005213000,56.329151600,158.055,-0.002,-0.002,-0.009
151.651660,58.005213100,56.329151600,158.063,0.000,0.000,-0.009
152.651660,58.005213100,56.329151500,158.059,0.001,-0.001,0.001
153.651660,58.005213200,56.329151500,158.051,0.004,0.003,0.005
154.651660,58.005213100,56.329151500,158.047,-0.007,-0.003,-0.004
155.651660,58.005213100,56.329151400,158.061,-0.002,-0.002,-0.011
156.651640,58.005213200,56.329151400,158.067,0.000,0.000,-0.003
157.651640,58.005213200,56.329151400,158.072,-0.001,0.002,-0.002
158.651640,58.005213300,56.329151300,158.075,0.001,0.000,0.001
159.651640,58.005213300,56.329151300,158.081,0.001,0.003,-0.002
160.651620,58.005213400,56.329151200,158.088,0.001,0.000,-0.003
161.651620,58.005213500,56.329151200,158.104,-0.002,0.003,-0.006
162.651620,58.005213500,56.329151200,158.117,0.002,0.003,-0.003
163.651620,58.005213600,56.329151100,158.120,0.002,0.001,0.006
164.651600,58.005213700,56.329151100,158.123,0.000,0.002,0.003
165.651600,58.005213800,56.329151000,158.133,0.001,0.002,-0.006
166.651600,58.005213900,56.329151000,158.148,0.000,0.001,-0.008
167.651600,58.005213900,56.329150900,158.156,0.002,-0.002,-0.003
168.651580,58.005214100,56.329150700,158.158,0.004,-0.003,0.001
169.651580,58.005214200,56.329150600,158.163,0.005,-0.001,-0.008
170.651580,58.005214300,56.329150500,158.161,0.002,-0.002,-0.004
171.651580,58.005214300,56.329150400,158.154,0.003,-0.001,0.003
172.651560,58.005214400,56.329150400,158.146,-0.002,0.002,-0.002
173.651560,58.005214500,56.329150300,158.142,0.001,0.001,-0.006
174.651560,58.005214600,56.329150300,158.139,0.004,0.001,0.005
175.651560,58.005214600,56.329150300,158.135,0.001,0.001,0.002
176.651540,58.005214700,56.329150300,158.134,-0.002,-0.001,-0.005
177.651540,58.005214700,56.329150300,158.139,0.003,-0.002,-0.003
178.651540,58.005214700,56.329150300,158.141,-0.001,0.000,-0.002
179.651540,58.005214800,56.329150300,158.141,0.002,-0.004,0.000
180.651520,58.005214800,56.329150100,158.135,-0.001,-0.014,0.003
181.651520,58.005214500,56.329144700,158.145,-0.050,-0.454,-0.014
182.651520,58.005213500,56.329122900,158.209,-0.141,-1.651,-0.063
183.651520,58.005211400,56.329079200,158.279,-0.273,-2.987,-0.078
184.651500,58.005207900,56.329011500,158.416,-0.446,-4.444,-0.141
185.651500,58.005202800,56.328922400,158.588,-0.606,-5.623,-0.186
186.651500,58.005197200,56.328816500,158.782,-0.629,-6.540,-0.200
187.651500,58.005191400,56.328697600,158.994,-0.660,-7.251,-0.218
188.651480,58.005184700,56.328566800,159.233,-0.778,-7.941,-0.245
189.651480,58.005177400,56.328430400,159.474,-0.822,-8.125,-0.250
190.651480,58.005169700,56.328291300,159.734,-0.860,-8.271,-0.265
191.651480,58.005161700,56.328149500,159.990,-0.898,-8.432,-0.257
192.651460,58.005154300,56.328007500,160.300,-0.784,-8.391,-0.320
193.651460,58.005148100,56.327869700,160.581,-0.639,-8.055,-0.272
194.651460,58.005142700,56.327735200,160.843,-0.580,-7.913,-0.262
195.651460,58.005136600,56.327601400,161.086,-0.697,-7.924,-0.248
196.651440,58.005129700,56.327466800,161.314,-0.783,-7.976,-0.240
197.651440,58.005122700,56.327329800,161.535,-0.768,-8.164,-0.229
198.651440,58.005116200,56.327188300,161.830,-0.716,-8.448,-0.326
199.651440,58.005109600,56.327040100,162.064,-0.755,-8.880,-0.257
200.651420,58.005102400,56.326880500,162.288,-0.830,-9.676,-0.251
201.651420,58.005094800,56.326712700,162.535,-0.856,-10.017,-0.267
202.651420,58.005086800,56.326540400,162.756,-0.919,-10.257,-0.241
203.651420,58.005078600,56.326363300,162.887,-0.911,-10.557,-0.148
204.651400,58.005070300,56.326190700,163.018,-0.928,-10.056,-0.136
205.651400,58.005062400,56.326028000,163.115,-0.867,-9.433,-0.104
206.651400,58.005054900,56.325874400,163.194,-0.826,-8.924,-0.086
207.651400,58.005047800,56.325725900,163.270,-0.773,-8.721,-0.091
208.651380,58.005041000,56.325580600,163.336,-0.749,-8.525,-0.079
209.651380,58.005034400,56.325437900,163.310,-0.747,-8.384,-0.001
210.651380,58.005026600,56.325293700,163.287,-0.904,-8.593,0.019
211.651380,58.005017500,56.325147000,163.256,-1.044,-8.709,0.033
212.651360,58.005006900,56.325001400,163.233,-1.207,-8.584,0.035
213.651360,58.004995500,56.324855100,163.213,-1.284,-8.692,0.038
214.651360,58.004983700,56.324709800,163.200,-1.317,-8.565,0.031
215.651360,58.004971000,56.324568600,163.190,-1.426,-8.265,0.033
216.651340,58.004955400,56.324434000,163.189,-1.846,-7.833,0.023
217.651340,58.004933700,56.324308700,163.202,-2.656,-7.235,-0.002
218.651340,58.004907400,56.324192000,163.188,-3.029,-6.770,0.032
219.651340,58.004881000,56.324077500,163.186,-2.888,-6.787,0.019
220.651320,58.004857200,56.323958200,163.155,-2.525,-7.191,0.035
221.651320,58.004837200,56.323833200,163.107,-2.087,-7.482,0.056
222.651320,58.004821200,56.323703300,163.062,-1.634,-7.766,0.050
223.651320,58.004807100,56.323570200,163.034,-1.531,-7.917,0.054
224.651300,58.004792500,56.323437300,163.033,-1.643,-7.839,0.034
225.651300,58.004776500,56.323305500,163.021,-1.810,-7.778,0.042
226.651300,58.004759600,56.323175500,163.012,-1.902,-7.652,0.036
227.651300,58.004742200,56.323045700,162.977,-1.924,-7.694,0.062
228.651280,58.004726400,56.322912400,162.955,-1.692,-7.962,0.032
229.651280,58.004713500,56.322777400,162.856,-1.353,-7.981,0.115
230.651280,58.004703600,56.322642500,162.646,-1.015,-7.961,0.199
231.651280,58.004694900,56.322507000,162.445,-0.974,-8.029,0.182
232.651260,58.004685900,56.322364700,162.234,-1.023,-8.575,0.220
233.651260,58.004676700,56.322213600,161.952,-1.011,-9.099,0.314
234.651260,58.004668400,56.322055800,161.520,-0.876,-9.437,0.454
235.651260,58.004660800,56.321894000,161.045,-0.854,-9.619,0.462
236.651240,58.004653000,56.321727700,160.538,-0.888,-9.915,0.490
237.651240,58.004645100,56.321555200,159.972,-0.918,-10.295,0.517
238.651240,58.004637000,56.321375700,159.381,-0.938,-10.730,0.555
239.651240,58.004627900,56.321189100,158.868,-1.009,-11.189,0.566
240.651220,58.004618600,56.320994400,158.269,-1.037,-11.647,0.595
241.651220,58.004609200,56.320792200,157.673,-1.032,-12.093,0.609
242.651220,58.004599600,56.320583000,157.014,-1.054,-12.489,0.664
243.651220,58.004589600,56.320370800,156.371,-1.120,-12.564,0.634
244.651200,58.004578700,56.320156400,155.694,-1.240,-12.718,0.677
245.651200,58.004566900,56.319937500,155.004,-1.324,-13.035,0.678
246.651200,58.004554400,56.319716000,154.297,-1.382,-13.118,0.688
247.651200,58.004539800,56.319492700,153.576,-1.699,-13.245,0.716
248.651180,58.004520900,56.319267100,152.895,-2.264,-13.389,0.681
249.651180,58.004495900,56.319042100,152.224,-2.988,-13.272,0.684
250.651180,58.004463100,56.318820300,151.510,-3.929,-13.054,0.705
251.651180,58.004422500,56.318603100,150.800,-4.766,-12.757,0.686
252.651160,58.004374600,56.318391100,150.109,-5.569,-12.445,0.680
253.651160,58.004319100,56.318185600,149.385,-6.468,-12.011,0.707
254.651160,58.004255200,56.317989000,148.663,-7.383,-11.464,0.723
255.651160,58.004184300,56.317801000,147.952,-8.100,-10.961,0.705
256.651140,58.004107500,56.317621100,147.259,-8.735,-10.490,0.688
257.651140,58.004025100,56.317450100,146.547,-9.346,-9.941,0.711
258.651140,58.003937300,56.317289600,145.941,-9.942,-9.297,0.579
259.651140,58.003845600,56.317139800,145.510,-10.312,-8.664,0.396
260.651120,58.003751500,56.316998900,145.255,-10.533,-8.183,0.230
261.651120,58.003655600,56.316863700,145.193,-10.729,-7.918,0.027
262.651120,58.003556100,56.316736700,145.221,-11.222,-7.329,-0.030
263.651120,58.003451900,56.316618300,145.254,-11.752,-6.856,-0.027
264.651100,58.003341700,56.316513600,145.304,-12.477,-5.899,-0.055
265.651100,58.003224400,56.316426300,145.256,-13.323,-4.843,0.060
266.651100,58.003098200,56.316350100,145.145,-14.368,-4.355,0.123
267.651100,58.002963900,56.316276100,145.079,-15.200,-4.387,0.060
